Flow_ID, Lost_Packets, Tx_Packets, Tx_Bytes, TxOffered(Mbps),  Rx_Packets, Rx_Bytes, T_put(Mbps), Mean_Delay_Rx_Packets, Mean_Jitter, Packet_Loss_Ratio
2, 80141, 84918, 127377000, 10.1903, 4291, 6436500, 0.51514, 0.77602, 0.0192614, 0.949178
6, 80710, 84918, 127377000, 10.1903, 4049, 6073500, 0.485921, 0.798864, 0.0182125, 0.952229
10, 80352, 84918, 127377000, 10.1903, 4041, 6061500, 0.484965, 0.789226, 0.0186251, 0.952117
14, 80245, 84918, 127377000, 10.1903, 4177, 6265500, 0.501471, 0.791694, 0.0193984, 0.950522
18, 80682, 84918, 127377000, 10.1903, 4083, 6124500, 0.489994, 0.807795, 0.0181471, 0.951832
22, 81125, 84918, 127377000, 10.1903, 3174, 4761000, 0.381107, 0.780886, 0.0220621, 0.962348
26, 80217, 84918, 127377000, 10.1903, 4208, 6312000, 0.505183, 0.776254, 0.0209809, 0.950157
30, 80399, 84918, 127377000, 10.1903, 3979, 5968500, 0.477528, 0.786778, 0.0186933, 0.952843
34, 80722, 84918, 127377000, 10.1903, 4120, 6180000, 0.494423, 0.801173, 0.0181838, 0.951439
38, 80143, 84918, 127377000, 10.1903, 4281, 6421500, 0.513945, 0.775755, 0.0210273, 0.949292
42, 80170, 84918, 127377000, 10.1903, 4284, 6426000, 0.514297, 0.769586, 0.0195184, 0.949274
46, 80606, 84918, 127377000, 10.1903, 4141, 6211500, 0.496934, 0.809995, 0.0179875, 0.951137
50, 80146, 84918, 127377000, 10.1903, 4318, 6477000, 0.518376, 0.780191, 0.0198234, 0.948878
54, 80121, 84918, 127377000, 10.1903, 4304, 6456000, 0.516692, 0.782943, 0.019216, 0.94902
58, 80280, 84918, 127377000, 10.1903, 4132, 6198000, 0.495861, 0.788929, 0.017979, 0.95105
62, 80147, 84918, 127377000, 10.1903, 4280, 6420000, 0.513809, 0.788009, 0.019231, 0.949305
66, 80121, 84918, 127377000, 10.1903, 4285, 6427500, 0.514406, 0.786335, 0.0192972, 0.949233
70, 80262, 84918, 127377000, 10.1903, 4173, 6259500, 0.500995, 0.796659, 0.0182339, 0.950577
74, 80765, 84918, 127377000, 10.1903, 4075, 6112500, 0.489036, 0.796508, 0.018236, 0.951968
78, 80144, 84918, 127377000, 10.1903, 4303, 6454500, 0.516556, 0.778385, 0.0191503, 0.949045
82, 80226, 84918, 127377000, 10.1903, 4189, 6283500, 0.502909, 0.801234, 0.0208477, 0.950376
86, 80131, 84918, 127377000, 10.1903, 4288, 6432000, 0.514763, 0.788759, 0.0191969, 0.949206
90, 80150, 84918, 127377000, 10.1903, 4298, 6447000, 0.515961, 0.790036, 0.0190551, 0.949105
94, 80210, 84918, 127377000, 10.1903, 4197, 6295500, 0.503867, 0.776096, 0.0209763, 0.950277
98, 80333, 84918, 127377000, 10.1903, 4088, 6132000, 0.490592, 0.787581, 0.0183166, 0.951576
102, 80144, 84918, 127377000, 10.1903, 4297, 6445500, 0.515838, 0.786295, 0.0190759, 0.949112
