Flow_ID, Lost_Packets, Tx_Packets, Tx_Bytes, TxOffered(Mbps),  Rx_Packets, Rx_Bytes, T_put(Mbps), Mean_Delay_Rx_Packets, Mean_Jitter, Packet_Loss_Ratio
2, 76426, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
6, 83550, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
10, 83610, 84918, 127377000, 10.1903, 4, 6000, 1.89123, 0.0162525, 0.00615145, 0.999952
14, 83614, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
18, 83614, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
22, 83550, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
26, 83550, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
30, 83549, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
34, 83590, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
