Flow_ID, Lost_Packets, Tx_Packets, Tx_Bytes, TxOffered(Mbps),  Rx_Packets, Rx_Bytes, T_put(Mbps), Mean_Delay_Rx_Packets, Mean_Jitter, Packet_Loss_Ratio
3, 83538, 84918, 127377000, 10.1903, 426, 639000, 4.33649, 0.385532, 0.00389093, 0.994926
7, 83613, 84918, 127377000, 10.1903, 415, 622500, 4.21279, 0.37845, 0.00396518, 0.995061
11, 83556, 84918, 127377000, 10.1903, 408, 612000, 4.13425, 0.386116, 0.00404517, 0.995141
15, 83496, 84918, 127377000, 10.1903, 478, 717000, 4.81218, 0.411673, 0.00366699, 0.994308
19, 83517, 84918, 127377000, 10.1903, 457, 685500, 4.60809, 0.375705, 0.00376225, 0.994558
23, 83714, 84918, 127377000, 10.1903, 313, 469500, 3.79774, 0.393472, 0.0037749, 0.996275
27, 83564, 84918, 127377000, 10.1903, 410, 615000, 4.15789, 0.380408, 0.00404683, 0.995118
31, 83567, 84918, 127377000, 10.1903, 407, 610500, 4.13553, 0.383197, 0.00406881, 0.995153
35, 83991, 84918, 127377000, 10.1903, 0, 0, 0, 0, 0, 0
39, 83549, 84918, 127377000, 10.1903, 425, 637500, 4.29623, 0.375158, 0.00396639, 0.994939
43, 83605, 84918, 127377000, 10.1903, 422, 633000, 4.27208, 0.37431, 0.00393062, 0.994978
